fare,cabin,embarked,home.dest,survived,pclass,name,sex,age,sibsp,parch,ticket
15.7417,,C,,1,3.0,"Nakid, Miss. Maria (""Mary"")",female,1.0,0.0,2.0,2653
211.3375,B3,S,"St Louis, MO",1,1.0,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",female,43.0,0.0,1.0,24160
21.075,,S,,0,3.0,"Palsson, Master. Paul Folke",male,6.0,3.0,1.0,349909
55.9,E44,S,"Duluth, MN",0,1.0,"Silvey, Mr. William Baird",male,50.0,1.0,0.0,13507
108.9,C105,C,,1,1.0,"Oliva y Ocana, Dona. Fermina",female,39.0,0.0,0.0,PC 17758
7.8958,,S,,0,3.0,"Hendekovic, Mr. Ignjac",male,28.0,0.0,0.0,349243
56.4958,,S,"Hong Kong New York, NY",1,3.0,"Foo, Mr. Choong",male,,0.0,0.0,1601
12.525,,S,"Jacksonville, FL",0,2.0,"Bateman, Rev. Robert James",male,51.0,0.0,0.0,S.O.P. 1166
8.05,,S,"Australia Fingal, ND",1,3.0,"Dahl, Mr. Karl Edwart",male,45.0,0.0,0.0,7598
13.0,F,S,,0,2.0,"Swane, Mr. George",male,18.5,0.0,0.0,248734
26.55,E17,S,"Lima, Peru",1,1.0,"Daly, Mr. Peter Denis ",male,51.0,0.0,0.0,113055
35.5,C52,S,"London, England",1,1.0,"Woolner, Mr. Hugh",male,,0.0,0.0,19947
90.0,C78,Q,"Green Bay, WI",1,1.0,"Minahan, Miss. Daisy E",female,33.0,1.0,0.0,19928
23.0,,S,Southampton,1,2.0,"Doling, Mrs. John T (Ada Julia Bone)",female,34.0,0.0,1.0,231919
7.775,,S,,0,3.0,"Larsson, Mr. Bengt Edvin",male,29.0,0.0,0.0,347067
10.5,,S,"London, England / Marietta, Ohio and Milwaukee, WI",1,2.0,"Ridsdale, Miss. Lucy",female,50.0,0.0,0.0,W./C. 14258
42.4,,S,,0,1.0,"Harrington, Mr. Charles H",male,,0.0,0.0,113796
42.5,B11,S,London / Middlesex,0,1.0,"Head, Mr. Christopher",male,42.0,0.0,0.0,113038
7.65,F G73,S,,0,3.0,"Soholt, Mr. Peter Andreas Lauritz Andersen",male,19.0,0.0,0.0,348124
7.7958,,S,,1,3.0,"Jansson, Mr. Carl Olof",male,21.0,0.0,0.0,350034
23.25,,Q,,1,3.0,"McCoy, Mr. Bernard",male,,2.0,0.0,367226
69.55,,S,,0,3.0,"Sage, Mr. George John Jr",male,,8.0,2.0,CA. 2343
14.4542,,C,,0,3.0,"Khalil, Mr. Betros",male,,1.0,0.0,2660
7.75,,Q,,0,3.0,"Henry, Miss. Delia",female,,0.0,0.0,382649
0.0,A36,S,"Belfast, NI",0,1.0,"Andrews, Mr. Thomas Jr",male,39.0,0.0,0.0,112050
21.6792,,C,,0,3.0,"Samaan, Mr. Youssef",male,,2.0,0.0,2662
39.0,F4,S,"Guntur, India / Benton Harbour, MI",1,2.0,"Becker, Miss. Marion Louise",female,4.0,2.0,1.0,230136
113.275,D36,C,"Lexington, MA",1,1.0,"Newell, Miss. Madeleine",female,31.0,1.0,0.0,35273
26.0,,S,"Warwick, England",1,2.0,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",female,36.0,1.0,0.0,226875
52.5542,D19,S,"Boston, MA",1,1.0,"Kimball, Mrs. Edwin Nelson Jr (Gertrude Parsons)",female,45.0,1.0,0.0,11753
8.05,,S,,0,3.0,"Spinner, Mr. Henry John",male,32.0,0.0,0.0,STON/OQ. 369943
7.85,,S,"Philadelphia, PA",0,3.0,"Goldsmith, Mr. Nathan",male,41.0,0.0,0.0,SOTON/O.Q. 3101263
8.05,,S,,0,3.0,"Reynolds, Mr. Harold J",male,21.0,0.0,0.0,342684
26.0,,S,"Liverpool / Montreal, PQ",0,2.0,"Gaskell, Mr. Alfred",male,16.0,0.0,0.0,239865
164.8667,C7,S,"Youngstown, OH",1,1.0,"Bonnell, Miss. Caroline",female,30.0,0.0,0.0,36928
7.75,,Q,,1,3.0,"Kelly, Miss. Anna Katherine ""Annie Kate""",female,,0.0,0.0,9234
78.2667,D20,C,"Haverford, PA",1,1.0,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",female,52.0,1.0,0.0,36947
33.5,B19,S,"Brooklyn, NY",0,1.0,"Van der hoef, Mr. Wyckoff",male,61.0,0.0,0.0,111240
13.8583,,C,"Barcelona, Spain / Havana, Cuba",1,2.0,"Duran y More, Miss. Florentina",female,30.0,1.0,0.0,SC/PARIS 2148
46.9,,S,"Wiltshire, England Niagara Falls, NY",0,3.0,"Goodwin, Master. Sidney Leonard",male,1.0,5.0,2.0,CA 2144
263.0,C23 C25 C27,S,"Winnipeg, MB",1,1.0,"Fortune, Mrs. Mark (Mary McDougald)",female,60.0,1.0,4.0,19950
8.6625,,S,,0,3.0,"Calic, Mr. Petar",male,17.0,0.0,0.0,315086
7.8958,,S,,0,3.0,"Ilieff, Mr. Ylio",male,,0.0,0.0,349220
14.4542,,C,Greece,0,3.0,"Chronopoulos, Mr. Demetrios",male,18.0,1.0,0.0,2680
8.05,,S,"Bournemouth, England",0,3.0,"Adams, Mr. John",male,26.0,0.0,0.0,341826
53.1,C123,S,"Scituate, MA",0,1.0,"Futrelle, Mr. Jacques Heath",male,37.0,1.0,0.0,113803
14.4583,,C,"Ottawa, ON",0,3.0,"Caram, Mr. Joseph",male,,1.0,0.0,2689
69.55,,S,,0,3.0,"Sage, Master. Thomas Henry",male,,8.0,2.0,CA. 2343
27.9,,S,,0,3.0,"Skoog, Master. Karl Thorsten",male,10.0,3.0,2.0,347088
14.5,,S,"Detroit, MI",1,2.0,"Hamalainen, Master. Viljo",male,0.6667,1.0,1.0,250649
7.8792,,Q,"New York, NY",0,3.0,"Barry, Miss. Julia",female,27.0,0.0,0.0,330844
63.3583,D10 D12,C,"New York, NY",1,1.0,"Greenfield, Mr. William Bertram",male,23.0,0.0,1.0,PC 17759
7.2292,,C,,0,3.0,"Katavelas, Mr. Vassilios (""Catavelas Vassilios"")",male,18.5,0.0,0.0,2682
27.7208,,C,"Chicago, IL",0,1.0,"Lewy, Mr. Ervin G",male,,0.0,0.0,PC 17612
77.9583,D9,S,"Hudson, NY",1,1.0,"Longley, Miss. Gretchen Fiske",female,21.0,0.0,0.0,13502
0.0,,S,Belfast,0,2.0,"Watson, Mr. Ennis Hastings",male,,0.0,0.0,239856
81.8583,A34,S,"San Francisco, CA",1,1.0,"Dodge, Mrs. Washington (Ruth Vidaver)",female,54.0,1.0,1.0,33638
14.4583,,C,,0,3.0,"Attalah, Miss. Malake",female,17.0,0.0,0.0,2627
211.3375,B5,S,"St Louis, MO",1,1.0,"Allen, Miss. Elisabeth Walton",female,29.0,0.0,0.0,24160
227.525,,C,,0,1.0,"Robbins, Mr. Victor",male,,0.0,0.0,PC 17757
27.7208,A11,C,"Paris, France",1,1.0,"Rosenbaum, Miss. Edith Louise",female,33.0,0.0,0.0,PC 17613
227.525,C62 C64,C,"New York, NY",0,1.0,"Astor, Col. John Jacob",male,47.0,1.0,0.0,PC 17757
14.5,,S,,0,3.0,"Robins, Mr. Alexander A",male,50.0,1.0,0.0,A/5. 3337
10.5,,S,,0,2.0,"Leyson, Mr. Robert William Norman",male,24.0,0.0,0.0,C.A. 29566
7.925,,S,,1,3.0,"Jussila, Mr. Eiriik",male,32.0,0.0,0.0,STON/O 2. 3101286
164.8667,,S,"Youngstown, OH",1,1.0,"Wick, Mrs. George Dennick (Mary Hitchcock)",female,45.0,1.0,1.0,36928
7.7958,,S,,0,3.0,"Johansson, Mr. Erik",male,22.0,0.0,0.0,350052
29.125,,Q,,0,3.0,"Rice, Master. George Hugh",male,8.0,4.0,1.0,382652
27.7208,,C,"New York, NY",1,1.0,"Cassebeer, Mrs. Henry Arthur Jr (Eleanor Genevieve Fosdick)",female,,0.0,0.0,17770
76.2917,D15,C,,1,1.0,"Bazzani, Miss. Albina",female,32.0,0.0,0.0,11813
7.65,F G63,S,,0,3.0,"Humblen, Mr. Adolf Mathias Nicolai Olsen",male,42.0,0.0,0.0,348121
7.75,,Q,,1,3.0,"McCormack, Mr. Thomas Joseph",male,,0.0,0.0,367228
7.925,,S,,0,3.0,"Peltomaki, Mr. Nikolai Johannes",male,25.0,0.0,0.0,STON/O 2. 3101291
7.925,,S,,1,3.0,"Lindqvist, Mr. Eino William",male,20.0,1.0,0.0,STON/O 2. 3101285
83.1583,E52,C,"Lakewood, NJ",0,1.0,"Compton, Mr. Alexander Taylor Jr",male,37.0,1.0,1.0,PC 17756
25.4667,,S,,0,3.0,"Lefebre, Master. Henry Forbes",male,,3.0,1.0,4133
10.4625,G6,S,,0,3.0,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",female,29.0,1.0,1.0,347054
14.5,,S,,0,3.0,"van Billiard, Master. James William",male,,1.0,1.0,A/5. 851
26.0,,S,"Isle of Wight, England",0,1.0,"Nicholson, Mr. Arthur Ernest",male,64.0,0.0,0.0,693
13.0,,S,"Seattle, WA / Toledo, OH",0,2.0,"Harbeck, Mr. William H",male,44.0,0.0,0.0,248746
12.275,,S,"Philadelphia, PA",0,2.0,"Hunt, Mr. George Henry",male,33.0,0.0,0.0,SCO/W 1585
14.4583,,C,"Ottawa, ON",0,3.0,"Caram, Mrs. Joseph (Maria Elias)",female,,1.0,0.0,2689
7.2292,,C,,0,3.0,"Razi, Mr. Raihed",male,,0.0,0.0,2629
34.6542,A5,C,"New York, NY",0,1.0,"Goldschmidt, Mr. George B",male,71.0,0.0,0.0,PC 17754
8.05,,S,,0,3.0,"Petersen, Mr. Marius",male,24.0,0.0,0.0,342441
7.6292,,Q,,0,3.0,"O'Sullivan, Miss. Bridget Mary",female,,0.0,0.0,330909
12.1833,,S,,0,3.0,"Klasen, Mrs. (Hulda Kristina Eugenia Lofqvist)",female,36.0,0.0,2.0,350405
211.5,C80,C,"Elkins Park, PA",1,1.0,"Widener, Mrs. George Dunton (Eleanor Elkins)",female,50.0,1.0,1.0,113503
10.5,,S,Cornwall,0,2.0,"Gilbert, Mr. William",male,47.0,0.0,0.0,C.A. 30769
75.25,D37,C,"Portland, OR",0,1.0,"Warren, Mr. Frank Manley",male,64.0,1.0,0.0,110813
134.5,E39 E41,C,,1,1.0,"Wilson, Miss. Helen Alice",female,31.0,0.0,0.0,16966
19.5,,S,"England / Bennington, VT",1,2.0,"Mellinger, Mrs. (Elizabeth Anne Maidment)",female,41.0,0.0,1.0,250644
8.05,,S,"England Oglesby, IL",1,3.0,"Dorking, Mr. Edward Arthur",male,19.0,0.0,0.0,A/5. 10482
31.3875,,S,"Sweden  Worcester, MA",1,3.0,"Asplund, Mrs. Carl Oscar (Selma Augusta Emilia Johansson)",female,38.0,1.0,5.0,347077
10.5,,S,"Plymouth, Dorset / Houghton, MI",0,2.0,"Banfield, Mr. Frederick James",male,28.0,0.0,0.0,C.A./SOTON 34068
7.925,,S,"Ruotsinphyhtaa, Finland New York, NY",1,3.0,"Andersson, Miss. Erna Alexandra",female,17.0,4.0,2.0,3101281
7.925,,S,,0,3.0,"Ilmakangas, Miss. Ida Livija",female,27.0,1.0,0.0,STON/O2. 3101270
7.8958,,S,,0,3.0,"Slabenoff, Mr. Petco",male,,0.0,0.0,349214
86.5,B77,S,"London  Vancouver, BC",1,1.0,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",female,33.0,0.0,0.0,110152
30.5,C104,S,"Toronto, ON",1,1.0,"Peuchen, Major. Arthur Godfrey",male,52.0,0.0,0.0,113786
12.475,E121,S,,1,3.0,"Moor, Master. Meier",male,6.0,0.0,1.0,392096
